frequency,magnitude
0.003130,5.0185
0.003366,33.9819
0.003750,10.3928
0.003755,76.8819
0.003761,11.5018
0.003772,54.2603
0.003788,16.6155
0.003804,48.3809
0.003826,6.7735
0.003849,54.5258
0.003864,5.8819
0.003870,67.1655
0.003875,24.8503
0.003883,61.3361
0.003891,16.0587
0.003897,63.2454
0.003902,2.0809
0.003921,57.6498
0.003940,11.3038
0.003957,55.0644
0.003978,3.7548
0.003984,65.9592
0.003989,15.0429
0.004012,62.2446
0.004027,13.8803
0.004033,63.2024
0.004038,14.8049
0.004072,63.7488
0.004087,4.4756
0.004092,76.4173
0.004098,25.0862
0.004113,66.3525
0.004125,15.0484
0.004137,62.3821
0.004147,5.2124
0.004168,56.84
0.004207,14.2937
0.004212,82.9932
0.004217,12.384
0.004227,65.6478
0.004239,14.446
0.004278,66.7353
0.004310,24.1516
0.004315,77.4007
0.004321,13.8219
0.004333,61.5585
0.004342,15.6302
0.004356,61.4674
0.004375,15.9804
0.004507,53.8955
0.004636,10.6215
0.004641,86.775
0.004647,15.8723
0.004652,75.7956
0.004658,17.6908
0.004663,67.6369
0.004668,17.4622
0.004674,76.7995
0.004679,8.8828
0.004724,53.7805
0.004761,3.6045
0.004766,90.4877
0.004772,8.5387
0.004777,82.9536
0.004783,17.0626
0.004806,64.8056
0.004832,25.7838
0.004837,84.1771
0.004842,4.277
0.004848,74.1785
0.004853,7.4232
0.004878,61.8509
0.004902,4.9639
0.004937,64.9276
0.004951,27.9917
0.004978,90.1541
0.005027,23.9941
0.005033,96.835
0.005038,27.4155
0.005052,69.2326
0.005065,14.7357
0.005084,78.7904
0.005103,26.007
0.005117,71.4639
0.005130,28.4782
0.005149,75.7465
0.005168,16.2965
0.005182,71.5127
0.005196,18.0092
0.005211,71.351
0.005223,2.9519
0.005233,75.4986
0.005250,7.3393
0.005266,72.7262
0.005277,9.8098
0.005291,68.113
0.005304,15.0054
0.005316,71.0346
0.005332,19.7742
0.005340,68.482
0.005348,20.3967
0.005359,79.9984
0.005375,14.1211
0.005430,76.0108
0.005489,29.5127
0.005505,86.2574
0.005516,28.8954
0.005537,77.3163
0.005576,10.5139
0.005606,82.3712
0.005636,30.1126
0.005644,79.0885
0.005652,18.6733
0.005660,90.7585
0.005668,18.087
0.005677,76.8653
0.005685,8.2442
0.005724,86.1642
0.005777,17.8447
0.005798,77.7111
0.005810,25.3712
0.005859,69.4969
0.005891,28.2102
0.006209,110.9939
0.006505,48.638
0.006702,152.3736
0.006910,735.6552
0.006986,218.2488
0.007090,88.521
0.007149,28.9952
0.007160,10.951
0.007198,60.2767
0.007223,11.4217
0.007231,69.7076
0.007239,2.0995
0.007249,42.1935
0.007261,7.2984
0.007269,76.5802
0.007286,22.1701
0.007304,58.6189
0.007310,22.4785
0.007324,53.9072
0.007342,12.2464
0.007390,54.0766
0.007413,128.9599
0.007446,45.8889
0.007473,9.2741
0.007534,80.9548
0.007630,27.1194
0.007677,89.5267
0.007707,28.3027
0.007777,94.9873
0.007859,22.1629
0.007867,120.7243
0.007888,44.0434
0.007916,128.4467
0.007924,38.352
0.007933,109.2094
0.007946,16.5775
0.007954,127.261
0.007962,12.1419
0.007970,70.0715
0.007978,17.6664
0.007986,75.0575
0.007995,8.4101
0.008003,119.4169
0.008011,36.74
0.008037,93.6538
0.008060,21.2457
0.008116,91.2802
0.008141,6.2656
0.008185,76.1217
0.008250,9.9292
0.008266,67.3124
0.008293,18.4581
0.008308,90.2124
0.008329,17.1641
0.008368,77.7566
0.008413,28.3492
0.008438,87.508
0.008467,28.8942
0.008483,127.3255
0.008501,50.1668
0.008516,10.8014
0.008596,79.1688
0.008620,16.7796
0.008631,119.9319
0.008647,6.7753
0.008774,71.5765
0.008870,15.6501
0.008954,81.9654
0.008989,19.0673
0.009041,73.2376
0.009098,26.0773
0.009107,68.881
0.009120,16.3577
0.009153,50.7359
0.009174,9.7806
0.009207,52.2971
0.009228,18.839
0.009234,52.8626
0.009242,20.8595
0.009257,51.297
0.009266,13.0749
0.009336,52.5628
0.009375,14.8783
0.009383,57.429
0.009391,12.8491
0.009408,67.2189
0.009427,17.0219
0.009451,52.5441
0.009480,15.8734
0.009508,51.1301
0.009533,9.9846
0.009544,76.9534
0.009563,30.4111
0.009573,10.2704
0.009588,64.9264
0.009598,18.7002
0.009607,74.5609
0.009622,11.7538
0.009713,63.0457
0.009739,21.7459
0.009745,91.0299
0.009750,29.4202
0.009792,76.5973
0.009870,24.8777
0.009875,98.387
0.009880,9.0564
0.009886,73.7937
0.009891,10.9392
0.009925,47.1632
0.009984,11.8893
0.009989,71.5485
0.009995,11.8023
0.010010,40.5707
0.010027,104.4264
0.010033,10.8819
0.010061,93.2878
0.010082,27.2526
0.010087,82.9714
0.010092,14.0338
0.010158,59.9198
0.010212,25.4087
0.010264,77.3528
0.010357,28.9871
0.010370,8.9006
0.010426,30.7035
0.010457,71.7793
0.010462,22.6233
0.010467,75.7275
0.010476,20.6136
0.010484,4.5255
0.010506,31.0559
0.010543,12.9006
0.010549,67.1539
0.010554,18.3408
0.010560,64.8781
0.010565,4.8187
0.010598,37.2861
0.010647,9.1514
0.010652,66.9356
0.010658,4.7981
0.010719,42.6723
0.010804,13.292
0.010831,43.2506
0.010859,16.6813
0.010945,42.7715
0.011103,6.5121
0.011202,51.8889
0.011272,10.4149
0.011307,48.9643
0.011337,5.7662
0.011363,56.8635
0.011397,11.5601
0.011426,58.8448
0.011473,17.1282
0.011493,55.6493
0.011516,19.3216
0.011560,47.7908
0.011609,11.3625
0.011626,42.6318
0.011658,10.001
0.011663,49.2023
0.011673,12.7976
0.011708,33.3682
0.011739,4.3932
0.011762,45.8041
0.011815,6.9569
0.011887,32.072
0.011967,9.0241
0.011976,32.777
0.011986,6.9477
0.012005,35.468
0.012016,10.49
0.012041,28.7838
0.012065,11.7989
0.012180,37.0168
0.012288,6.1903
0.012373,21.0793
0.012414,59.8872
0.012427,17.9228
0.012589,49.6769
0.012668,12.6356
0.012674,1.3785
0.012703,30.8471
0.012755,6.6133
0.012784,24.7265
0.012804,2.8289
0.012810,29.0971
0.012815,2.9385
0.012832,37.4203
0.012851,8.3634
0.012865,45.8727
0.012875,10.8084
0.012975,34.0425
0.013043,9.5618
0.013089,41.2127
0.013141,9.3295
0.013177,38.8307
0.013204,7.1453
0.013218,39.889
0.013234,6.2098
0.013300,36.0538
0.013326,3.2282
0.013336,32.1222
0.013355,10.6666
0.013390,40.0557
0.013457,5.2098
0.013466,26.6985
0.013520,62.1041
0.013620,13.1291
0.013629,103.7143
0.013644,42.7888
0.013652,15.4002
0.013754,92.4158
0.013974,21.1641
0.013998,52.1691
0.014022,7.1487
0.014034,101.2175
0.014054,24.0022
0.014078,82.2895
0.014098,14.9096
0.014131,81.603
0.014152,12.2326
0.014158,44.0237
0.014185,114.5616
0.014223,18.3602
0.014247,55.6559
0.014279,17.4464
0.014318,45.2997
0.014380,6.4694
0.014396,33.9404
0.014410,5.4998
0.014429,25.8554
0.014457,8.9879
0.014465,34.9191
0.014473,8.3882
0.014583,31.99
0.014644,10.7216
0.014655,63.9316
0.014666,18.0655
0.014677,53.3959
0.014804,17.7101
0.015005,4.4035
0.015091,38.0986
0.015174,12.6309
0.015196,33.9884
0.015212,9.3498
0.015224,33.3601
0.015234,5.2031
0.015239,44.5685
0.015258,10.4282
0.015288,32.15
0.015293,6.5803
0.015371,39.3664
0.015402,12.1526
0.015418,32.865
0.015440,6.7207
0.015446,41.0156
0.015451,13.1388
0.015650,33.075
0.015788,8.9985
0.015802,34.0222
0.015815,10.764
0.015821,50.0681
0.015826,8.4926
0.015842,43.3428
0.015864,8.339
0.015878,26.8466
0.015891,6.4129
0.015907,34.0544
0.015929,4.7424
0.015943,28.4213
0.015957,7.7689
0.015968,31.5097
0.015984,6.3134
0.015994,27.8027
0.016022,8.671
0.016033,30.6672
0.016049,6.9901
0.016085,24.5974
0.016125,1.8071
0.016139,30.464
0.016152,10.238
0.016185,34.7849
0.016207,14.8009
0.016235,40.5172
0.016261,3.7762
0.016301,39.0709
0.016315,9.9438
0.016347,26.8756
0.016438,7.4543
0.016448,19.149
0.016457,51.0852
0.016462,8.5117
0.016476,38.3125
0.016489,14.3813
0.016519,41.5528
0.016533,4.7969
0.016572,50.6385
0.016603,14.4691
0.016640,41.3079
0.016685,16.6643
0.016708,49.5749
0.016755,2.0822
0.016791,43.4469
0.016837,11.2732
0.016959,36.3381
0.016995,10.25
0.017015,34.8194
0.017027,10.0788
0.017033,59.8241
0.017038,19.5858
0.017046,48.4511
0.017054,12.4177
0.017074,41.499
0.017098,3.0008
0.017106,37.5387
0.017114,5.357
0.017128,44.4982
0.017141,11.772
0.017173,34.2053
0.017212,6.0482
0.017238,30.0203
0.017272,8.5917
0.017298,39.3334
0.017348,8.6801
0.017363,49.3995
0.017375,11.6724
0.017383,43.9319
0.017391,5.2387
0.017431,39.3868
0.017467,18.3931
0.017479,53.1279
0.017495,18.323
0.017503,59.6587
0.017511,13.913
0.017519,53.8383
0.017527,15.3409
0.017535,45.9087
0.017543,14.1925
0.017559,67.5523
0.017571,9.7643
0.017579,44.0356
0.017587,15.4316
0.017595,56.1744
0.017603,7.9437
0.017611,54.0046
0.017620,11.2812
0.017631,61.4194
0.017647,13.9053
0.017679,47.0608
0.017696,13.4912
0.017704,37.1714
0.017712,9.8244
0.017720,47.2092
0.017728,4.4667
0.017748,48.1132
0.017772,6.4909
0.017856,36.7218
0.017880,13.2937
0.017889,35.8425
0.017897,6.4973
0.017983,37.3273
0.018158,2.1816
0.018163,20.3748
0.018168,4.9862
0.018181,19.7952
0.018251,49.2637
0.018401,17.1262
0.018430,50.6948
0.018462,19.8772
0.018514,62.8576
0.018614,20.2677
0.018667,55.8464
0.018720,19.4571
0.018762,49.5517
0.018788,6.767
0.018846,75.0447
0.018891,27.2046
0.019026,69.1072
0.019163,13.3657
0.019351,57.2102
0.019440,8.5758
0.019543,52.9535
0.019772,21.1106
0.019781,59.6007
0.019793,15.5488
0.019803,46.4587
0.019815,10.7946
0.019827,33.8384
0.019848,5.3311
0.019856,61.735
0.019874,18.3251
0.020042,61.0191
0.020152,14.5451
0.020236,59.6364
0.020318,15.6831
0.020345,58.0203
0.020370,4.3247
0.020749,80.2202
0.020845,28.4267
0.020906,93.6389
0.020962,18.7737
0.020989,68.7967
0.021054,15.9769
0.021063,67.1167
0.021071,13.5246
0.021123,89.3305
0.021190,12.2318
0.021212,68.8282
0.021228,20.6032
0.021245,114.9815
0.021261,34.9993
0.021278,112.2557
0.021296,28.0508
0.021313,112.9425
0.021326,44.7088
0.021332,117.7913
0.021508,296.426
0.021704,105.7827
0.021761,33.4121
0.021804,5.2331
0.021817,42.6584
0.021859,12.6814
0.021889,44.5632
0.021897,5.5476
0.022085,22.8041
0.022168,1.7514
0.022189,24.4669
0.022201,6.9613
0.022209,28.0864
0.022217,10.3656
0.022227,29.7925
0.022239,4.8187
0.022247,14.7469
0.022255,5.191
0.022261,29.6854
0.022266,3.1665
0.022303,15.5025
0.022321,2.8143
0.022326,10.2857
0.022332,3.0407
0.022337,15.969
0.022342,5.171
0.022379,24.8235
0.022397,8.4211
0.022431,21.7146
0.022457,3.013
0.022466,13.4035
0.022478,3.6537
0.022496,19.9223
0.022531,4.8508
0.022565,19.9379
0.022592,4.2839
0.022616,13.9801
0.022647,4.7823
0.022718,14.0719
0.022755,2.4527
0.022808,15.7982
0.022870,1.7195
0.022879,24.9536
0.022894,6.48
0.022997,18.8299
0.023136,1.3625
0.023166,23.2019
0.023193,9.9171
0.023212,2.7361
0.023259,11.0978
0.023299,2.9255
0.023315,11.3234
0.023332,2.7423
0.023340,17.5143
0.023348,2.0458
0.023407,15.5318
0.023500,5.0061
0.023563,16.333
0.023630,2.8019
0.023642,18.9004
0.023658,5.8348
0.023663,25.3859
0.023668,3.2798
0.023737,12.3514
0.023880,2.8781
0.023952,17.3231
0.023973,2.8026
0.024007,19.8074
0.024022,6.1182
0.024039,16.9469
0.024054,4.5887
0.024094,24.1894
0.024120,9.5721
0.024201,26.9913
0.024266,7.5173
0.024296,20.7432
0.024332,5.8313
0.024351,19.438
0.024375,5.2228
0.024469,13.5471
0.024542,31.7666
0.024603,11.7125
0.024624,39.0957
0.024639,8.9825
0.024670,26.5065
0.024747,10.2029
0.024804,23.9846
0.024924,10.3589
0.024982,30.9319
0.025022,11.6366
0.025027,46.2833
0.025039,19.2033
0.025049,6.5982
0.025098,22.6651
0.025147,3.6113
0.025166,16.8667
0.025190,3.6699
0.025236,18.3718
0.025266,6.0844
0.025282,17.7313
0.025299,3.4679
0.025354,22.4873
0.025380,6.9999
0.025421,19.816
0.025446,5.822
0.025514,24.5296
0.025557,2.6108
0.025720,18.9465
0.025856,4.6437
0.025873,30.0072
0.025899,10.6651
0.025913,3.8749
0.025969,27.4663
0.026049,2.8891
0.026057,44.0322
0.026065,10.3096
0.026071,29.2606
0.026076,10.406
0.026084,28.5347
0.026092,8.5389
0.026130,23.8609
0.026152,8.8878
0.026169,22.1403
0.026188,3.778
0.026219,16.8202
0.026272,6.3312
0.026311,18.0866
0.026375,7.0586
0.026380,24.5771
0.026386,9.0379
0.026391,39.6054
0.026397,7.9929
0.026405,33.4946
0.026413,3.6389
0.026438,21.1932
0.026473,4.1487
0.026478,27.3367
0.026484,3.6965
0.026546,28.8121
0.026620,4.6783
0.026631,20.9173
0.026647,7.7522
0.026659,24.5008
0.026668,1.8286
0.026742,32.4393
0.026783,4.4293
0.026788,31.1978
0.026793,9.9131
0.026851,27.0003
0.026886,4.6419
0.026891,19.7862
0.026897,7.8397
0.026902,2.9645
0.026949,16.7536
0.027038,7.2306
0.027043,27.4351
0.027049,0.6769
0.027103,17.6906
0.027239,39.6483
0.027457,4.1988
0.027466,16.2676
0.027478,4.9409
0.027788,59.8028
0.027832,13.2445
0.027861,53.2638
0.027889,13.5259
0.027901,56.2396
0.027913,21.7065
0.027997,57.1177
0.028105,17.1308
0.028126,73.7713
0.028144,27.1252
0.028155,70.003
0.028166,25.5551
0.028174,6.9575
0.028289,56.9569
0.028370,2.9081
0.028421,32.6264
0.028497,8.9452
0.028524,55.3814
0.028588,22.7292
0.028663,6.8875
0.028686,23.8178
0.028712,0.4432
0.028843,20.8858
0.028891,6.8394
0.028916,25.2342
0.028940,6.9629
0.028959,26.8917
0.028978,2.8263
0.028984,17.1444
0.028989,3.5081
0.028995,11.3367
0.029018,27.522
0.029041,10.9268
0.029066,33.5368
0.029082,9.1569
0.029087,2.1526
0.029113,23.5527
0.029163,6.6523
0.029195,25.1609
0.029234,2.9809
0.029239,29.6509
0.029245,6.7582
0.029250,28.1396
0.029255,3.93
0.029278,19.3894
0.029315,2.6445
0.029428,17.2119
0.029531,30.302
0.029554,2.3682
0.029591,18.6809
0.029690,5.5538
0.029707,20.0413
0.029717,8.5569
0.029772,25.8131
0.029935,9.1465
0.029995,37.7445
0.030022,6.5135
0.030033,44.3143
0.030049,8.136
0.030149,27.1731
0.030212,8.9186
0.030266,30.8116
0.030315,9.7771
0.030341,28.295
0.030364,5.6104
0.030395,18.0305
0.030418,5.6849
0.030552,29.395
0.030668,12.795
0.030674,34.9966
0.030679,1.3905
0.030685,39.955
0.030693,12.3423
0.030715,31.4213
0.030739,5.3518
0.030759,27.6672
0.030823,8.0975
0.030846,23.4199
0.030894,7.8021
0.030909,20.7905
0.030918,5.9071
0.030963,25.7806
0.031041,10.3341
0.031072,29.4667
0.031103,10.6349
0.031111,43.6457
0.031122,12.9036
0.031145,36.1762
0.031174,11.6262
0.031183,37.4475
0.031196,12.2314
0.031205,36.3924
0.031226,13.7528
0.031264,32.2596
0.031315,5.4668
0.031325,39.5794
0.031344,6.5635
0.031438,27.6125
0.031465,5.4073
0.031499,33.9223
0.031543,13.173
0.031555,40.4351
0.031573,12.2778
0.031582,2.9652
0.031590,34.4972
0.031598,4.5228
0.031615,19.8192
0.031652,5.8962
0.031666,27.6747
0.031685,4.8863
0.031693,24.5343
0.031701,7.0844
0.031736,27.8877
0.031766,6.0895
0.031795,20.1954
0.031829,6.5864
0.031859,26.8784
0.031886,5.4274
0.031916,17.2393
0.031959,6.9073
0.032010,24.7729
0.032065,3.4763
0.032090,27.7596
0.032120,3.428
0.032135,13.4645
0.032147,5.1865
0.032167,15.5993
0.032196,4.1619
0.032201,31.8387
0.032209,9.1272
0.032226,23.6671
0.032239,2.1052
0.032249,31.1992
0.032275,9.3203
0.032305,33.074
0.032325,11.5434
0.032337,4.3645
0.032349,15.714
0.032372,5.5239
0.032380,33.046
0.032386,9.6031
0.032391,29.6578
0.032397,3.9221
0.032546,15.9344
0.032582,2.9635
0.032594,29.1488
0.032639,12.32
0.032685,3.6044
0.032701,16.8355
0.032738,6.7389
0.032856,19.9075
0.032935,5.2674
0.032969,25.0494
0.033005,4.2896
0.033042,19.7012
0.033060,2.9556
0.033073,13.7397
0.033087,36.7091
0.033099,12.0098
0.033114,49.5327
0.033170,18.3306
0.033212,6.6613
0.033224,17.4896
0.033234,0.3167
0.033239,19.8227
0.033245,4.6179
0.033253,13.8616
0.033261,4.274
0.033306,22.8189
0.033353,3.5759
0.033388,14.3214
0.033491,21.4642
0.033582,4.9173
0.033614,15.9749
0.033658,3.3847
0.033753,21.8351
0.033840,7.9131
0.033856,28.1437
0.033870,8.7934
0.033875,29.4405
0.033880,4.2666
0.033935,20.277
0.033978,5.5947
0.033992,23.1026
0.034005,8.9475
0.034019,26.0451
0.034033,5.1402
0.034061,20.0655
0.034076,2.402
0.034152,19.7458
0.034261,3.1414
0.034269,10.9032
0.034348,25.9822
0.034408,4.4205
0.034416,28.7347
0.034427,11.6784
0.034442,36.8755
0.034451,15.3834
0.034459,39.2102
0.034467,6.1432
0.034481,35.0546
0.034506,14.6115
0.034522,3.8754
0.034546,30.5629
0.034576,7.3532
0.034649,22.7491
0.034731,53.1059
0.034752,13.5816
0.034766,4.1446
0.034783,26.4899
0.034807,4.6322
0.034850,19.8643
0.034880,5.1675
0.034886,13.6065
0.034891,3.7192
0.034914,24.4213
0.034929,2.8865
0.034976,22.9782
0.035016,1.4929
0.035053,37.2047
0.035071,11.5449
0.035115,37.9116
0.035154,11.8182
0.035174,34.6798
0.035179,13.4663
0.035193,35.5719
0.035207,14.3704
0.035212,4.254
0.035226,18.2973
0.035242,6.3962
0.035250,19.5358
0.035258,6.0391
0.035281,22.6506
0.035304,3.813
0.035335,25.2002
0.035370,4.3973
0.035404,23.8355
0.035495,4.1973
0.035500,19.6819
0.035505,7.0634
0.035538,31.6198
0.035607,12.7657
0.035622,31.9429
0.035630,7.6413
0.035639,19.8411
0.035647,5.4101
0.035704,25.6752
0.035899,6.3035
0.035951,22.5534
0.036011,3.6517
0.036022,16.0404
0.036038,1.78
0.036046,17.6043
0.036054,2.8218
0.036063,7.4584
0.036071,1.8149
0.036084,17.133
0.036098,42.9514
0.036103,1.2139
0.036134,21.7219
0.036177,6.2279
0.036185,18.1086
0.036193,3.1857
0.036205,18.94
0.036217,7.4324
0.036233,34.0512
0.036251,13.2417
0.036272,4.9532
0.036284,15.5123
0.036304,1.4761
0.036336,20.8479
0.036375,2.403
0.036380,25.9829
0.036386,7.5672
0.036401,25.9673
0.036418,4.8851
0.036447,14.7239
0.036484,3.3853
0.036504,17.6137
0.036533,4.5282
0.036588,14.5038
0.036662,5.0318
0.036722,16.6858
0.036799,3.9489
0.036834,23.1109
0.036870,3.4505
0.036875,19.9343
0.036883,7.0639
0.036940,21.4674
0.037030,5.9751
0.037043,22.5154
0.037049,6.0818
0.037071,24.0809
0.037087,2.1552
0.037140,17.9613
0.037239,2.3995
0.037319,14.8552
0.037375,4.9728
0.037380,20.6488
0.037386,4.3338
0.037445,16.0227
0.037495,1.3028
0.037508,6.3609
0.037524,24.2247
0.037533,9.6158
0.037562,23.3182
0.037628,5.9274
0.037682,15.6686
0.037734,4.2899
0.037765,18.2865
0.037804,4.7943
0.037863,17.2427
0.037951,2.1095
0.037965,24.0466
0.037978,5.0521
0.037988,14.9248
0.038015,35.8384
0.038034,9.6095
0.038054,27.922
0.038060,5.2807
0.038137,19.9665
0.038182,3.9905
0.038254,22.0657
0.038283,4.3512
0.038362,17.4437
0.038435,2.337
0.038451,19.5763
0.038478,3.567
0.038497,20.4298
0.038527,2.9244
0.038543,22.0655
0.038565,7.5884
0.038571,21.1138
0.038576,6.6381
0.038606,20.4672
0.038647,2.3371
0.038652,18.7638
0.038662,7.1267
0.038677,23.9218
0.038692,7.1136
0.038704,32.3996
0.038712,2.4333
0.038751,17.7335
0.038772,5.8417
0.038777,18.5967
0.038789,7.0688
0.038836,20.8899
0.038876,8.7914
0.038886,3.2157
0.038891,27.7671
0.038897,4.7637
0.038940,21.9717
0.038986,8.5651
0.038999,30.2355
0.039011,3.2259
0.039108,18.0202
0.039168,3.7457
0.039181,11.6266
0.039190,1.7019
0.039204,28.1027
0.039217,2.4774
0.039227,14.9049
0.039239,3.4401
0.039257,13.9295
0.039293,35.7531
0.039302,7.8898
0.039313,25.4501
0.039321,6.7983
0.039333,18.2442
0.039342,5.2752
0.039423,16.9236
0.039500,4.7667
0.039608,18.2874
0.039679,5.5631
0.039701,18.7901
0.039739,4.8676
0.039745,23.2997
0.039750,6.2442
0.039760,23.2995
0.039786,6.1752
0.039843,17.156
0.039891,2.8329
0.039959,16.1342
0.040060,4.5474
0.040065,29.3953
0.040093,12.4208
0.040129,32.1914
0.040141,9.4385
0.040147,3.305
0.040197,16.2962
0.040250,3.2021
0.040302,18.4027
0.040467,6.6921
0.040490,17.051
0.040516,4.5194
0.040522,24.8544
0.040527,9.5746
0.040533,23.5475
0.040541,7.4054
0.040566,32.8004
0.040588,9.9382
0.040609,3.4012
0.040657,21.5266
0.040728,0.3609
0.040796,14.3756
0.040859,4.3578
0.040864,26.6515
0.040870,3.644
0.040900,25.1956
0.040935,3.0729
0.041011,21.0692
0.041114,3.6888
0.041128,19.2344
0.041141,7.0813
0.041166,21.0874
0.041207,5.8444
0.041225,24.2778
0.041274,6.1791
0.041283,16.3629
0.041288,5.6533
0.041296,26.8242
0.041304,6.9655
0.041352,26.1651
0.041389,9.7903
0.041402,36.2043
0.041408,9.18
0.041430,20.8334
0.041516,4.39
0.041553,25.4113
0.041630,8.9616
0.041692,24.2275
0.041837,8.1241
0.041869,20.6665
0.041913,0.3334
0.041923,10.2129
0.042031,35.1991
0.042082,1.8181
0.042109,26.2773
0.042125,4.1396
0.042207,16.4455
0.042247,6.3329
0.042443,28.4003
0.042582,5.7205
0.042594,26.1745
0.042603,5.0175
0.042611,29.0763
0.042622,9.4108
0.042633,31.6631
0.042641,11.1118
0.042660,41.9986
0.042682,3.3414
0.042744,34.2381
0.042807,6.6581
0.042834,27.9659
0.042853,4.5502
0.042859,31.2079
0.042864,9.1696
0.042895,22.0461
0.042918,60.8484
0.042948,17.4535
0.042986,50.3109
0.043003,9.4432
0.043026,26.1977
0.043038,8.9436
0.043084,24.8891
0.043130,7.5236
0.043177,25.5027
0.043239,8.5484
0.043288,31.6427
0.043321,7.9283
0.043326,19.5481
0.043332,3.5549
0.043340,9.8113
0.043363,27.5503
0.043424,7.0725
0.043440,19.153
0.043451,4.8568
0.043529,19.7989
0.043573,8.4465
0.043584,25.8794
0.043592,5.8051
0.043723,17.7852
0.043793,2.4994
0.043802,14.4402
0.043827,49.6067
0.043867,15.5959
0.043878,52.408
0.043886,4.1143
0.043913,32.0896
0.043929,13.2841
0.043938,30.8117
0.043946,9.8457
0.043955,43.8843
0.043967,6.5962
0.043991,25.6332
0.044087,4.4193
0.044252,24.9758
0.044359,6.929
0.044367,34.4891
0.044378,6.9333
0.044503,27.4644
0.044625,4.6458
0.044660,33.6584
0.044720,10.2952
0.044731,38.4263
0.044739,5.5481
0.044813,23.0908
0.044848,7.1024
0.044896,31.4349
0.044918,7.2122
0.044954,34.3607
0.044989,5.1628
0.044995,14.0431
0.045007,36.475
0.045023,8.8948
0.045074,31.767
0.045155,8.5208
0.045166,39.8491
0.045174,9.3356
0.045204,30.2272
0.045223,8.6663
0.045254,30.7749
0.045283,12.5833
0.045292,36.7652
0.045307,6.1935
0.045318,28.6212
0.045326,2.391
0.045345,23.7059
0.045364,1.9897
0.045370,8.0719
0.045385,35.0531
0.045401,12.205
0.045413,4.7821
0.045449,29.09
0.045478,9.6046
0.045488,25.8619
0.045500,5.9607
0.045510,25.0283
0.045522,1.7398
0.045527,12.214
0.045535,35.4752
0.045546,9.264
0.045563,33.2214
0.045576,12.1278
0.045582,32.5097
0.045587,9.2571
0.045592,31.7362
0.045598,3.0122
0.045606,24.2822
0.045614,8.4448
0.045726,34.9452
0.045880,8.0684
0.045899,37.6038
0.045918,11.1081
0.045945,34.0232
0.045984,10.4207
0.045996,32.8992
0.046010,9.6118
0.046080,33.7188
0.046152,8.6633
0.046170,22.9111
0.046220,1.2589
0.046228,8.443
0.046273,37.978
0.046326,11.8159
0.046332,52.3747
0.046345,21.3878
0.046359,6.0623
0.046368,49.744
0.046380,3.0242
0.046488,27.9388
0.046707,10.3266
0.046734,40.6606
0.046788,12.1353
0.046793,40.2933
0.046802,11.0714
0.046834,35.5041
0.046864,8.321
0.046894,30.8045
0.046942,11.576
0.046973,26.0756
0.047011,4.4859
0.047143,37.6564
0.047215,15.3338
0.047251,36.2563
0.047272,8.7835
0.047296,35.8697
0.047323,8.1556
0.047361,37.2853
0.047394,7.6324
0.047421,31.2274
0.047455,3.6806
0.047474,39.0131
0.047486,10.1834
0.047525,33.4898
0.047601,14.51
0.047609,4.1847
0.047674,20.4774
0.047707,3.7808
0.047754,21.5207
0.047783,7.3445
0.047791,39.217
0.047799,1.7124
0.047804,20.3057
0.047810,6.6937
0.047892,25.8432
