frequency,magnitude
0.002120,11.3864
0.002163,6.5683
0.002196,14.0645
0.002207,15.6535
0.002223,12.9535
0.002261,10.7047
0.002283,3.4531
0.002288,21.3677
0.002304,3.7172
0.002315,8.9102
0.002337,6.8188
0.002370,14.7613
0.002380,3.8228
0.002424,3.0268
0.002462,30.6445
0.002467,29.4665
0.002478,34.7551
0.002500,9.2681
0.002511,9.2518
0.002533,3.2542
0.002554,1.2207
0.002576,8.0441
0.002592,2.5368
0.002609,13.7802
0.002641,4.0801
0.002663,8.4618
0.002668,5.9368
0.002674,27.0401
0.002679,2.4134
0.002696,19.9434
0.002717,17.2619
0.002728,6.7407
0.002761,12.0209
0.002783,13.6658
0.002826,14.6838
0.002842,4.2097
0.002859,8.496
0.002902,11.611
0.002924,18.4576
0.002946,19.1813
0.002989,12.9715
0.003005,5.1502
0.003022,11.6899
0.003054,27.7835
0.003065,18.067
0.003082,19.7428
0.003098,14.7208
0.003130,4.1051
0.003152,24.6967
0.003174,30.3187
0.003196,9.5905
0.003207,29.4223
0.003239,23.9317
0.003283,40.6152
0.003299,50.7064
0.003315,38.4574
0.003359,44.869
0.003402,28.8164
0.003446,27.2449
0.003478,62.5587
0.003522,68.4751
0.003554,76.6813
0.003598,58.6775
0.003641,39.3493
0.003674,76.7247
0.003707,50.992
0.003723,26.6099
0.003739,69.2181
0.003750,12.8434
0.003755,77.3316
0.003761,10.5423
0.003772,41.485
0.003783,49.8932
0.003793,55.5001
0.003810,50.7752
0.003821,74.6951
0.003826,7.9335
0.003837,38.3553
0.003870,64.6288
0.003886,76.0029
0.003891,17.1567
0.003902,5.278
0.003924,43.6034
0.003935,73.1477
0.003940,11.6404
0.003957,59.8219
0.003978,4.0557
0.004011,56.2528
0.004027,14.4045
0.004043,61.6506
0.004054,69.7881
0.004065,25.2492
0.004087,3.5588
0.004125,16.7645
0.004141,82.2909
0.004147,5.3469
0.004168,46.9296
0.004185,40.5684
0.004207,13.9978
0.004217,13.8426
0.004239,16.2907
0.004250,38.885
0.004261,69.8266
0.004272,54.5431
0.004304,88.6459
0.004337,82.9906
0.004370,55.0464
0.004391,74.6352
0.004413,75.1167
0.004457,62.3943
0.004500,46.4371
0.004543,69.6629
0.004587,48.1011
0.004630,46.3612
0.004636,10.4292
0.004641,87.7913
0.004674,76.7605
0.004685,64.0511
0.004701,30.812
0.004734,80.8075
0.004761,4.4092
0.004772,7.3336
0.004793,50.1292
0.004815,70.4621
0.004826,70.8973
0.004837,83.4945
0.004842,4.2978
0.004848,72.4277
0.004853,7.9961
0.004859,70.8685
0.004864,39.3249
0.004870,77.0151
0.004875,53.8949
0.004880,39.1654
0.004902,3.0521
0.004924,44.2531
0.004951,29.279
0.004967,76.7184
0.004984,101.8966
0.005000,27.4827
0.005033,97.0334
0.005060,79.3599
0.005065,14.961
0.005076,41.1295
0.005098,103.899
0.005120,63.7087
0.005152,70.188
0.005185,57.0129
0.005217,75.1902
0.005223,4.4265
0.005228,99.5331
0.005245,79.5088
0.005261,42.3173
0.005283,68.0311
0.005304,16.0628
0.005326,83.8869
0.005332,17.4223
0.005348,19.8823
0.005370,84.5495
0.005397,90.2668
0.005435,70.6943
0.005478,89.4029
0.005516,31.1258
0.005533,30.45
0.005565,74.9816
0.005576,10.4208
0.005587,82.7078
0.005598,91.1507
0.005609,40.5572
0.005614,90.8331
0.005630,116.4253
0.005641,68.2969
0.005658,85.8341
0.005668,18.9126
0.005674,88.9312
0.005685,9.5523
0.005717,44.3649
0.005739,80.6355
0.005777,15.9668
0.005804,93.171
0.005815,82.6658
0.005832,88.9417
0.005837,99.1737
0.005848,66.4671
0.005870,87.7043
0.005891,28.667
0.005902,90.499
0.005935,117.7533
0.005957,92.8926
0.005978,92.9131
0.006022,123.575
0.006065,114.7993
0.006109,138.3295
0.006152,72.3976
0.006196,119.0105
0.006239,127.4492
0.006283,72.7716
0.006326,111.844
0.006370,147.2115
0.006413,142.9252
0.006457,99.8034
0.006500,128.6229
0.006543,91.8431
0.006587,120.7461
0.006630,58.8546
0.006674,68.2649
0.006717,67.7651
0.006761,154.2439
0.006804,117.9491
0.006826,306.8134
0.006848,704.5321
0.006859,583.0206
0.006880,1011.9033
0.006924,1043.1854
0.006967,347.4999
0.006978,224.8585
0.006989,181.9781
0.007000,139.8591
0.007011,53.0586
0.007016,52.5064
0.007022,78.7012
0.007065,108.0247
0.007109,78.533
0.007147,18.4218
0.007158,9.5146
0.007163,13.3728
0.007185,80.146
0.007207,26.4366
0.007223,11.9607
0.007239,2.1412
0.007261,7.3946
0.007283,9.4816
0.007304,59.5607
0.007326,29.5005
0.007332,72.1359
0.007342,13.2841
0.007370,40.9947
0.007413,132.1829
0.007446,19.3012
0.007473,11.2298
0.007495,68.5449
0.007505,127.319
0.007543,58.9085
0.007587,73.2329
0.007630,29.5978
0.007663,78.2352
0.007707,29.4203
0.007728,83.7734
0.007750,66.3874
0.007761,153.5059
0.007766,113.9366
0.007793,96.4126
0.007837,57.1833
0.007859,21.5343
0.007875,35.3658
0.007886,37.9913
0.007891,37.3694
0.007902,92.2714
0.007924,38.8221
0.007929,102.0551
0.007935,100.0159
0.007946,18.4686
0.007957,114.6561
0.007962,11.5353
0.007967,81.8518
0.007984,50.9251
0.007989,102.1266
0.008000,146.8341
0.008022,103.0602
0.008033,55.3509
0.008043,56.6772
0.008076,103.1861
0.008109,107.5414
0.008141,5.3605
0.008174,131.2992
0.008185,111.5199
0.008196,32.996
0.008239,68.7452
0.008250,9.9005
0.008261,54.1012
0.008283,36.7768
0.008304,121.6232
0.008315,122.1238
0.008326,13.5812
0.008348,130.5392
0.008359,101.6296
0.008402,82.5537
0.008424,40.2422
0.008446,159.7331
0.008467,30.9491
0.008489,159.4172
0.008495,35.3377
0.008516,11.1642
0.008543,128.4728
0.008587,96.968
0.008603,41.4231
0.008620,15.403
0.008630,92.1152
0.008647,7.3172
0.008652,46.13
0.008663,31.0797
0.008674,105.3004
0.008685,140.1282
0.008696,70.1245
0.008717,101.2438
0.008739,71.5429
0.008772,48.7176
0.008783,28.2136
0.008788,27.6199
0.008810,115.4358
0.008826,33.9801
0.008837,34.883
0.008848,67.3143
0.008870,14.4591
0.008891,35.6434
0.008935,59.141
0.008957,63.9014
0.008973,46.0553
0.008995,127.342
0.009016,31.9588
0.009033,32.3371
0.009054,69.0697
0.009076,36.7137
0.009098,26.5625
0.009130,47.1593
0.009163,41.9399
0.009174,9.8684
0.009196,12.6693
0.009217,71.2246
0.009223,63.3218
0.009239,27.7815
0.009245,17.4518
0.009250,22.4781
0.009272,82.337
0.009288,43.865
0.009304,48.0519
0.009326,62.0984
0.009359,84.7746
0.009375,13.092
0.009391,13.6968
0.009418,33.3451
0.009429,16.7654
0.009451,104.551
0.009473,12.2978
0.009478,7.4971
0.009484,20.4093
0.009500,84.4605
0.009505,61.9846
0.009522,24.5464
0.009527,18.0429
0.009533,9.6178
0.009554,91.4503
0.009571,10.0021
0.009576,13.2941
0.009587,33.8609
0.009609,40.1706
0.009625,12.5795
0.009630,67.5722
0.009647,56.7071
0.009652,84.5857
0.009663,50.6183
0.009696,90.5753
0.009739,21.7031
0.009750,27.8402
0.009761,41.267
0.009793,81.936
0.009804,83.9129
0.009826,83.9564
0.009859,31.9659
0.009870,24.3948
0.009880,9.772
0.009891,10.8938
0.009902,69.8829
0.009913,115.6201
0.009924,87.3974
0.009957,32.1968
0.009984,11.1893
0.010011,33.1359
0.010033,9.7072
0.010054,26.7313
0.010065,97.2274
0.010076,124.1193
0.010087,85.1808
0.010098,21.2275
0.010120,66.9014
0.010152,37.8493
0.010190,34.2217
0.010207,76.2457
0.010217,101.5378
0.010250,62.4511
0.010272,14.3438
0.010315,33.5044
0.010326,23.4662
0.010348,56.6883
0.010370,10.8388
0.010413,35.9898
0.010457,70.7507
0.010478,17.7159
0.010489,14.1035
0.010505,45.9458
0.010511,52.1151
0.010527,16.9545
0.010543,13.3162
0.010549,69.431
0.010565,3.5112
0.010609,45.8616
0.010647,8.333
0.010658,6.0975
0.010668,30.4112
0.010696,71.2684
0.010717,52.1976
0.010734,63.0287
0.010772,40.3378
0.010804,14.8072
0.010837,62.1831
0.010859,15.4457
0.010880,62.9962
0.010924,67.5955
0.010967,38.5032
0.011011,30.0024
0.011054,23.336
0.011098,34.2861
0.011103,6.433
0.011109,45.1019
0.011130,18.6026
0.011152,61.5487
0.011185,23.481
0.011196,77.6721
0.011207,88.0344
0.011228,16.4104
0.011250,79.3394
0.011272,12.9318
0.011293,44.0399
0.011304,47.7689
0.011337,6.7668
0.011353,28.4577
0.011364,24.5034
0.011397,10.3709
0.011424,40.0483
0.011446,51.8033
0.011457,31.2911
0.011473,16.1139
0.011489,25.9874
0.011516,19.1531
0.011543,74.65
0.011576,50.9899
0.011620,40.4451
0.011630,18.8013
0.011652,52.6804
0.011668,8.8146
0.011685,32.1883
0.011701,47.1133
0.011717,27.4647
0.011723,14.9076
0.011728,30.5044
0.011739,3.6079
0.011745,60.1049
0.011772,38.9971
0.011783,26.8582
0.011793,38.7957
0.011815,6.2188
0.011842,8.1989
0.011859,40.4364
0.011891,16.141
0.011935,15.662
0.011957,18.0628
0.011967,7.7045
0.011984,5.1696
0.011989,5.8025
0.012011,43.2984
0.012022,26.24
0.012043,50.8723
0.012049,37.636
0.012054,35.9474
0.012087,28.315
0.012120,47.9867
0.012141,29.7351
0.012163,55.3025
0.012174,31.4556
0.012217,24.3532
0.012250,30.9592
0.012288,7.4434
0.012315,35.6183
0.012359,23.5676
0.012391,31.4726
0.012413,27.0134
0.012435,34.742
0.012451,61.2928
0.012457,73.7814
0.012489,72.6175
0.012505,18.2339
0.012522,69.7993
0.012543,55.1487
0.012587,44.9325
0.012609,33.3026
0.012630,35.2529
0.012652,66.7736
0.012668,13.8879
0.012674,1.331
0.012685,18.5661
0.012696,10.6127
0.012707,16.4576
0.012717,25.5846
0.012723,52.2187
0.012750,39.6587
0.012783,36.641
0.012804,2.65
0.012815,3.3629
0.012837,27.982
0.012848,10.0879
0.012853,7.3953
0.012891,46.7168
0.012902,50.9265
0.012924,27.2351
0.012935,20.3058
0.012957,19.7817
0.012978,15.4073
0.012989,58.3034
0.013033,46.6965
0.013054,55.3033
0.013087,73.8939
0.013098,44.3982
0.013120,43.4574
0.013141,9.1802
0.013152,56.5567
0.013168,15.9259
0.013174,35.8415
0.013190,40.4656
0.013201,8.1929
0.013207,3.8563
0.013228,20.8421
0.013239,51.2279
0.013255,39.2091
0.013272,27.9713
0.013304,61.2328
0.013315,39.4252
0.013326,2.7722
0.013353,9.1857
0.013359,10.6041
0.013364,49.318
0.013375,24.0527
0.013402,17.4022
0.013413,15.315
0.013435,37.0633
0.013478,73.3225
0.013484,76.2276
0.013489,26.1053
0.013511,59.1948
0.013522,17.6763
0.013554,15.4778
0.013576,55.7389
0.013620,12.0097
0.013641,58.175
0.013652,13.588
0.013674,40.2531
0.013696,44.6673
0.013717,83.6498
0.013723,94.5886
0.013728,79.1599
0.013739,139.391
0.013750,143.4037
0.013793,118.3739
0.013832,164.8963
0.013870,57.7237
0.013913,125.5127
0.013957,92.1666
0.013973,27.2734
0.013978,14.0198
0.013989,76.625
0.014016,25.0629
0.014033,130.04
0.014043,131.0586
0.014054,24.3898
0.014065,82.2847
0.014098,16.4788
0.014109,104.1367
0.014120,86.9752
0.014125,137.9594
0.014130,137.0237
0.014152,12.0107
0.014174,117.9388
0.014217,72.2363
0.014228,30.5542
0.014234,40.2454
0.014239,76.6357
0.014245,74.9932
0.014250,62.6748
0.014283,12.6482
0.014304,49.8265
0.014326,40.299
0.014370,37.5151
0.014380,5.845
0.014391,27.1169
0.014408,4.1082
0.014418,18.2241
0.014429,45.4429
0.014446,39.5547
0.014478,34.2053
0.014500,29.2307
0.014522,48.9088
0.014543,29.7841
0.014576,33.9697
0.014587,8.6246
0.014609,33.1223
0.014652,62.2178
0.014674,55.7259
0.014690,4.9359
0.014717,14.7701
0.014761,42.2245
0.014793,27.7676
0.014815,35.2436
0.014859,29.4814
0.014902,40.1371
0.014946,10.6402
0.014989,37.1366
0.015005,4.9474
0.015022,33.9494
0.015049,52.5167
0.015065,27.1625
0.015087,24.5506
0.015120,55.5911
0.015152,22.0997
0.015174,12.8357
0.015196,32.4519
0.015212,9.0695
0.015228,40.2067
0.015261,17.6981
0.015283,7.0904
0.015293,7.1904
0.015299,29.9354
0.015304,18.1522
0.015315,23.0262
0.015326,22.9924
0.015337,15.0564
0.015370,33.4171
0.015413,15.3643
0.015446,41.6651
0.015457,48.7805
0.015462,22.6828
0.015478,14.3097
0.015489,17.5577
0.015500,9.0111
0.015543,36.5858
0.015582,40.7311
0.015620,46.4604
0.015663,28.4934
0.015707,36.8122
0.015745,49.6315
0.015783,38.9937
0.015788,9.5505
0.015793,43.628
0.015826,9.1933
0.015848,43.9183
0.015859,45.1225
0.015864,6.3195
0.015870,26.6797
0.015902,27.7764
0.015924,29.4619
0.015935,40.7799
0.015967,15.2441
0.015984,6.4914
0.015989,33.3824
0.016011,29.4472
0.016033,25.9358
0.016054,27.6267
0.016065,28.6982
0.016087,20.3587
0.016109,36.6435
0.016120,42.2304
0.016125,2.6558
0.016141,20.4528
0.016152,11.1488
0.016174,32.7646
0.016196,30.6851
0.016217,30.5868
0.016239,43.6228
0.016261,2.4586
0.016288,17.6932
0.016310,50.5016
0.016337,37.2892
0.016370,17.3516
0.016413,29.0678
0.016435,7.8909
0.016457,51.7986
0.016489,14.9698
0.016511,35.8983
0.016533,6.1747
0.016576,41.2304
0.016603,12.8558
0.016625,35.541
0.016641,20.7215
0.016685,16.7726
0.016717,12.6222
0.016739,34.7973
0.016755,1.7054
0.016777,28.1067
0.016783,14.6943
0.016793,27.1981
0.016837,10.6489
0.016880,31.0855
0.016924,21.4873
0.016967,17.8763
0.016995,9.6946
0.017016,36.6153
0.017027,8.9742
0.017043,45.9536
0.017054,13.0202
0.017065,36.0161
0.017098,3.4415
0.017109,44.4555
0.017114,3.5152
0.017120,71.6791
0.017130,40.3029
0.017141,13.3888
0.017174,16.8408
0.017212,6.4177
0.017239,41.2874
0.017261,10.2588
0.017272,6.4866
0.017304,39.0624
0.017310,42.6105
0.017315,27.8471
0.017348,10.5914
0.017370,45.9538
0.017391,5.2023
0.017413,54.0708
0.017429,57.24
0.017457,29.784
0.017473,60.7681
0.017489,58.0685
0.017516,66.5613
0.017527,15.6811
0.017533,44.5585
0.017543,14.8364
0.017554,36.7851
0.017587,15.5812
0.017598,57.6163
0.017603,10.2539
0.017609,57.2695
0.017620,12.0611
0.017630,47.0176
0.017652,25.7918
0.017685,58.9911
0.017696,14.8948
0.017712,9.1861
0.017728,6.0072
0.017739,51.58
0.017761,50.9075
0.017772,6.873
0.017783,35.68
0.017793,20.7623
0.017804,18.42
0.017826,38.0072
0.017848,12.8764
0.017870,10.5598
0.017897,7.686
0.017902,45.2554
0.017918,42.3459
0.017935,37.6724
0.017978,27.2673
0.018011,36.2366
0.018054,44.263
0.018098,55.6991
0.018120,14.7692
0.018136,14.9778
0.018147,10.2461
0.018158,0.816
0.018185,15.7487
0.018217,33.2892
0.018239,64.5842
0.018255,72.544
0.018293,69.1283
0.018337,43.0413
0.018370,23.1667
0.018380,17.9717
0.018391,11.7671
0.018418,59.1972
0.018435,39.0207
0.018457,53.231
0.018467,64.6099
0.018489,71.2492
0.018522,75.267
0.018554,53.7836
0.018598,42.2661
0.018614,18.0026
0.018630,50.1098
0.018674,71.3296
0.018696,73.7272
0.018717,16.2146
0.018750,34.3779
0.018766,21.102
0.018783,55.916
0.018788,5.9983
0.018793,93.5388
0.018810,78.6949
0.018815,103.8127
0.018826,85.6067
0.018848,110.5818
0.018891,27.8685
0.018929,28.8659
0.018946,32.5778
0.018957,68.9671
0.018995,32.2823
0.019011,93.7063
0.019033,43.051
0.019043,101.5009
0.019054,76.5152
0.019098,80.451
0.019141,36.8074
0.019163,12.6637
0.019179,16.8543
0.019196,28.955
0.019217,21.5253
0.019250,43.5025
0.019283,54.3268
0.019304,63.7873
0.019315,64.5977
0.019337,91.784
0.019370,82.1103
0.019413,84.964
0.019440,7.9009
0.019446,26.4326
0.019462,46.0173
0.019478,34.9266
0.019522,57.4323
0.019565,56.9687
0.019587,86.0909
0.019609,81.6818
0.019641,98.7359
0.019674,75.1906
0.019717,68.3803
0.019761,113.5179
0.019772,21.3598
0.019783,64.0312
0.019793,13.6903
0.019804,61.6363
0.019848,6.5728
0.019859,73.1365
0.019870,38.0089
0.019902,48.4837
0.019924,43.7774
0.019967,48.3095
0.020011,68.5163
0.020054,39.7888
0.020098,56.6648
0.020141,40.6542
0.020152,14.3914
0.020163,49.7638
0.020196,46.4014
0.020207,67.0409
0.020228,61.8649
0.020272,66.9348
0.020293,21.2675
0.020315,14.7078
0.020321,17.6497
0.020326,78.954
0.020342,44.8881
0.020348,45.17
0.020359,83.2752
0.020370,4.5288
0.020380,53.1125
0.020413,41.6355
0.020424,86.1272
0.020446,109.6206
0.020489,134.2726
0.020522,82.0223
0.020533,28.8641
0.020554,77.9819
0.020598,104.2926
0.020620,135.316
0.020625,125.3133
0.020641,38.5638
0.020674,103.739
0.020717,207.2798
0.020745,71.9312
0.020761,153.6317
0.020793,21.5634
0.020815,195.3979
0.020842,23.6501
0.020848,31.6308
0.020859,68.8348
0.020880,175.1963
0.020886,147.0026
0.020891,137.6312
0.020913,89.6129
0.020918,58.7696
0.020924,136.7629
0.020946,30.4469
0.020962,17.4374
0.020989,91.171
0.021033,138.99
0.021071,13.0688
0.021098,54.8871
0.021114,35.102
0.021120,43.1369
0.021141,68.3919
0.021152,121.3887
0.021163,97.0872
0.021190,12.6526
0.021212,63.9515
0.021228,21.1435
0.021250,166.4882
0.021283,127.4381
0.021293,33.2105
0.021299,25.0392
0.021315,128.4771
0.021321,112.9928
0.021348,237.7936
0.021359,387.6783
0.021370,526.3392
0.021391,448.1145
0.021413,170.7425
0.021446,343.8564
0.021489,235.652
0.021533,297.0721
0.021576,298.2812
0.021620,403.1669
0.021663,182.6247
0.021685,137.1188
0.021696,82.2411
0.021707,130.877
0.021728,23.2503
0.021734,15.9512
0.021739,13.195
0.021783,45.5154
0.021804,5.7799
0.021826,44.7993
0.021837,11.4335
0.021842,7.0642
0.021853,9.4848
0.021880,10.466
0.021891,48.3472
0.021897,5.8954
0.021918,18.1607
0.021924,14.7951
0.021946,23.1523
0.021989,8.9267
0.022016,28.1511
0.022033,34.0472
0.022065,30.2735
0.022082,9.79
0.022098,19.2741
0.022130,26.6783
0.022158,7.1337
0.022168,2.878
0.022179,19.8498
0.022190,20.8956
0.022201,7.5746
0.022223,34.1403
0.022239,4.2496
0.022255,6.2276
0.022266,3.5093
0.022283,11.2161
0.022288,19.762
0.022304,10.9259
0.022321,2.5453
0.022332,3.5041
0.022359,19.7409
0.022370,14.4178
0.022391,28.9261
0.022424,30.1796
0.022446,22.0676
0.022457,2.9516
0.022467,7.5733
0.022500,23.6123
0.022511,12.1185
0.022522,19.7552
0.022527,3.3024
0.022533,4.0592
0.022538,4.3398
0.022549,9.3452
0.022554,15.6223
0.022565,22.4707
0.022576,40.0812
0.022592,7.253
0.022630,7.5824
0.022652,7.6908
0.022668,17.1111
0.022707,20.8801
0.022728,28.4557
0.022745,3.3815
0.022755,1.1673
0.022766,14.7758
0.022793,18.1461
0.022815,33.1697
0.022826,20.2089
0.022859,14.5608
0.022870,0.85
0.022880,21.4267
0.022897,4.8521
0.022902,21.8041
0.022913,34.3226
0.022935,10.7531
0.022957,31.6397
0.022978,27.5972
0.023022,18.4607
0.023065,22.2202
0.023076,8.317
0.023087,19.0217
0.023120,12.9077
0.023136,1.6976
0.023152,23.9073
0.023185,7.5702
0.023207,12.0883
0.023212,3.3428
0.023234,11.2106
0.023272,13.9621
0.023299,2.3895
0.023315,5.9658
0.023326,16.8717
0.023332,1.8545
0.023337,18.9396
0.023342,17.5519
0.023348,1.94
0.023353,16.3842
0.023359,9.5527
0.023402,7.717
0.023446,12.9395
0.023478,22.8481
0.023500,4.8163
0.023522,5.8909
0.023565,6.3994
0.023576,5.6146
0.023609,22.5944
0.023620,16.6807
0.023630,2.9427
0.023652,30.747
0.023668,5.6995
0.023679,19.0239
0.023685,6.6635
0.023690,21.3913
0.023701,5.7014
0.023712,7.258
0.023717,5.1686
0.023728,14.6743
0.023745,23.8602
0.023750,14.6251
0.023766,8.311
0.023804,12.2774
0.023837,9.3348
0.023864,18.8554
0.023870,4.9802
0.023880,2.4125
0.023902,7.5143
0.023924,6.5864
0.023940,22.3332
0.023946,21.2958
0.023962,5.4905
0.023984,24.837
0.024000,23.8978
0.024011,7.4558
0.024043,18.8994
0.024087,7.6366
0.024109,17.3789
0.024152,25.7047
0.024196,21.6452
0.024239,7.0084
0.024283,17.7171
0.024315,9.3799
0.024332,4.3827
0.024348,19.8732
0.024380,10.6153
0.024397,16.2616
0.024413,26.6637
0.024435,12.998
0.024467,15.1435
0.024511,11.1602
0.024533,35.3184
0.024543,31.7522
0.024576,38.8086
0.024620,31.2179
0.024641,7.5816
0.024663,17.8732
0.024685,13.9023
0.024723,8.1283
0.024739,11.8744
0.024750,7.102
0.024772,33.9178
0.024815,19.6369
0.024837,31.5372
0.024859,23.0498
0.024875,28.3934
0.024891,15.6815
0.024935,25.4661
0.024957,10.5716
0.024978,8.4532
0.024995,8.2863
0.025005,48.5152
0.025016,50.2962
0.025033,15.7702
0.025049,7.6388
0.025071,24.2589
0.025109,23.4656
0.025120,7.3297
0.025130,24.1836
0.025141,39.9033
0.025152,23.2939
0.025174,16.6487
0.025185,12.1421
0.025190,6.0596
0.025217,9.5545
0.025261,15.606
0.025266,3.9821
0.025272,21.5377
0.025293,13.1379
0.025315,15.6927
0.025348,19.1882
0.025370,27.2697
0.025391,15.395
0.025424,18.7813
0.025457,7.1819
0.025489,20.5115
0.025522,37.6087
0.025554,2.8741
0.025560,3.8815
0.025565,9.5167
0.025576,8.2365
0.025582,10.1274
0.025587,16.6358
0.025609,9.2096
0.025630,34.3442
0.025652,29.1079
0.025674,10.0522
0.025696,13.0323
0.025717,18.4695
0.025761,16.1425
0.025783,19.0181
0.025815,10.8892
0.025826,26.3607
0.025853,2.5883
0.025859,5.1208
0.025875,43.9406
0.025880,33.1015
0.025891,9.4518
0.025913,5.3311
0.025924,35.888
0.025935,34.3418
0.025946,27.5287
0.025978,35.5185
0.026011,12.3936
0.026049,3.9874
0.026076,10.3873
0.026109,7.4635
0.026152,8.4658
0.026163,24.2369
0.026185,6.6117
0.026190,2.5752
0.026196,8.5741
0.026212,16.387
0.026217,30.1151
0.026223,36.152
0.026250,2.7933
0.026261,10.4516
0.026272,6.5335
0.026315,27.3222
0.026337,40.2369
0.026359,23.7439
0.026375,4.1377
0.026391,39.8688
0.026413,3.0429
0.026418,22.2288
0.026435,28.2075
0.026446,10.0367
0.026457,27.6509
0.026473,3.127
0.026478,26.7666
0.026484,2.9439
0.026495,28.8342
0.026505,30.0983
0.026522,13.1756
0.026543,16.6048
0.026554,59.2651
0.026598,39.4565
0.026620,4.2468
0.026641,19.9448
0.026668,1.6946
0.026674,19.8169
0.026690,10.1506
0.026707,35.5916
0.026739,43.1329
0.026783,3.962
0.026810,8.8301
0.026837,14.8557
0.026875,12.9558
0.026886,4.5655
0.026902,4.624
0.026935,13.1021
0.026967,17.6327
0.027000,9.4399
0.027033,29.223
0.027049,0.6344
0.027071,14.4573
0.027087,20.9832
0.027120,14.9814
0.027136,61.5061
0.027141,43.5529
0.027158,20.9416
0.027196,13.2649
0.027217,10.0105
0.027228,50.7764
0.027239,39.8284
0.027250,18.4028
0.027293,5.3226
0.027315,8.5266
0.027337,19.6326
0.027380,13.805
0.027391,71.3106
0.027402,40.4347
0.027446,50.5744
0.027457,5.7602
0.027462,12.0335
0.027478,5.3652
0.027489,28.0315
0.027500,50.8423
0.027505,60.9673
0.027511,81.6538
0.027516,87.0468
0.027543,46.4785
0.027554,32.2257
0.027565,19.158
0.027587,16.6052
0.027609,69.98
0.027630,16.0264
0.027647,67.2938
0.027652,55.7676
0.027663,51.5021
0.027674,17.7464
0.027679,21.9126
0.027696,81.6175
0.027739,21.9125
0.027783,70.6866
0.027810,95.5857
0.027815,62.5043
0.027826,58.3819
0.027832,12.931
0.027837,65.7687
0.027859,63.8184
0.027870,31.7965
0.027880,31.2809
0.027891,16.0066
0.027902,80.0598
0.027913,22.1872
0.027935,98.8228
0.027951,28.5494
0.027967,67.8149
0.028000,25.2735
0.028043,45.4266
0.028065,93.4219
0.028087,32.0844
0.028109,14.294
0.028130,75.1663
0.028163,34.9629
0.028174,5.3466
0.028185,40.8368
0.028207,26.5414
0.028217,52.6844
0.028234,99.8368
0.028245,154.0724
0.028272,71.6841
0.028283,46.8168
0.028293,27.0749
0.028315,71.8072
0.028348,86.6935
0.028359,49.5751
0.028364,22.5747
0.028370,3.1885
0.028375,28.9445
0.028402,30.6026
0.028424,58.0129
0.028446,18.3632
0.028473,12.1941
0.028500,9.9699
0.028516,57.9833
0.028522,66.9117
0.028533,30.6315
0.028554,20.1
0.028560,7.7193
0.028576,29.7351
0.028587,64.8811
0.028614,20.5204
0.028652,19.9641
0.028663,5.4811
0.028674,30.7988
0.028707,22.2456
0.028712,0.9253
0.028728,12.1403
0.028761,36.5932
0.028783,16.5568
0.028804,20.4128
0.028837,15.2007
0.028859,10.4167
0.028902,14.0229
0.028924,36.9535
0.028935,23.7129
0.028957,45.7027
0.028978,2.7577
0.028989,3.4897
0.029000,35.586
0.029022,27.3555
